date,latitude,longitude,location_id,temperature,humidity,wind_speed,wind_direction,wind_u,wind_v,precipitation,solar_radiation,uv_index,source
2025-09-05,14.35627091261496,-67.39710104925842,LOC_003,26.47,68.9,2.85,60.1,-2.47,-1.42,0.0,329.3,5.7,Sample Data
2025-09-05,55.08362588074066,-87.95056488651409,LOC_004,-1.5,82.3,0.58,79.4,-0.57,-0.11,3.02,158.0,1.8,Sample Data
2025-09-05,11.543837072185184,-53.91171921894073,LOC_005,26.25,41.4,4.26,250.6,4.02,1.42,3.38,238.1,2.3,Sample Data
2025-09-05,72.43319806003163,-152.3959156118241,LOC_006,9.46,86.5,2.6,32.9,-1.42,-2.18,0.0,92.0,0.8,Sample Data
2025-09-05,23.636872540532547,-156.1574137190536,LOC_007,23.5,66.2,3.19,198.3,1.0,3.03,1.05,190.2,1.6,Sample Data
2025-09-05,32.81816822196533,-111.78166388780907,LOC_008,17.32,93.1,0.25,79.3,-0.25,-0.05,0.0,68.3,0.0,Sample Data
2025-09-05,42.395876398158684,-142.14021177425457,LOC_009,18.72,70.2,1.28,244.1,1.15,0.56,0.0,248.9,2.8,Sample Data
2025-09-05,55.88896710417846,-161.86579811523455,LOC_010,8.9,89.5,5.7,312.2,4.22,-3.83,0.0,205.3,3.4,Sample Data
2025-09-05,31.91084864014136,-132.37296037182008,LOC_011,22.98,84.6,4.19,57.1,-3.52,-2.28,0.0,235.9,3.1,Sample Data
2025-09-05,44.205248816277695,-77.92712501890823,LOC_012,17.82,53.5,0.53,294.5,0.48,-0.22,0.0,203.6,2.5,Sample Data
2025-09-05,24.97553366187698,-113.1495230062305,LOC_013,25.49,37.3,11.92,227.5,8.78,8.06,2.01,331.8,4.4,Sample Data
2025-09-05,54.431092664653185,-173.9614463464003,LOC_014,8.01,67.6,2.34,346.7,0.54,-2.27,2.0,193.6,2.8,Sample Data
2025-09-05,55.56586389260788,-157.8318639206521,LOC_015,5.18,69.8,3.69,24.2,-1.52,-3.37,0.0,241.0,1.5,Sample Data
2025-09-05,14.878869473895964,-56.64488015706668,LOC_016,23.66,66.7,4.26,8.9,-0.66,-4.21,0.78,348.7,4.3,Sample Data
2025-09-05,82.42240248059196,-74.90834474486006,LOC_017,-10.09,100.0,0.96,359.0,0.02,-0.96,0.0,23.4,0.1,Sample Data
2025-09-05,32.8460326880028,-167.3026251791701,LOC_018,20.71,78.2,0.75,29.7,-0.37,-0.65,0.0,178.3,3.1,Sample Data
2025-09-05,61.31747698841177,-122.78017581385183,LOC_019,6.48,73.3,1.63,229.9,1.25,1.05,0.0,207.2,2.4,Sample Data
2025-09-05,19.15286761335841,-115.62700168553488,LOC_020,20.76,53.4,0.09,234.6,0.08,0.05,0.0,261.4,4.4,Sample Data
2025-09-05,12.57913908364138,-61.78834772975833,LOC_021,29.32,63.4,4.42,304.1,3.66,-2.48,0.0,225.3,3.1,Sample Data
2025-09-05,29.408498620001268,-93.87210303398234,LOC_022,25.43,67.0,1.97,42.2,-1.32,-1.46,2.31,181.3,2.0,Sample Data
2025-09-05,33.378330706705825,-112.39115724688459,LOC_023,13.5,69.0,2.62,96.8,-2.6,0.31,0.0,218.9,0.8,Sample Data
2025-09-05,51.00327095074597,-155.96892078168148,LOC_024,6.13,38.7,2.75,105.0,-2.66,0.71,0.0,214.1,3.2,Sample Data
2025-09-05,82.7188470823419,-79.23273296305511,LOC_025,-7.59,77.5,0.33,87.1,-0.33,-0.02,0.0,83.6,0.0,Sample Data
2025-09-05,80.46242061731418,-63.672444444405656,LOC_026,1.18,92.2,2.46,3.5,-0.15,-2.46,1.46,80.0,0.3,Sample Data
2025-09-05,54.84249841083138,-60.15634944699481,LOC_027,1.46,74.6,2.51,248.2,2.34,0.93,0.0,158.9,1.5,Sample Data
2025-09-05,16.636937653893963,-154.5222278855111,LOC_028,26.95,46.5,3.68,11.4,-0.73,-3.61,0.0,271.5,2.7,Sample Data
2025-09-05,13.392046668290355,-137.70705700077565,LOC_029,30.69,61.4,3.76,288.6,3.56,-1.2,3.37,337.7,4.4,Sample Data
2025-09-05,39.15079672671115,-144.72462586939355,LOC_030,24.69,49.9,2.24,263.4,2.23,0.26,0.12,195.4,2.0,Sample Data
2025-09-05,72.1553131863947,-133.6220675298334,LOC_031,-3.79,89.4,11.17,121.3,-9.55,5.8,3.12,122.5,3.7,Sample Data
2025-09-05,31.07008822655356,-109.4495091894277,LOC_032,27.0,64.9,0.78,358.7,0.02,-0.78,0.0,189.6,2.9,Sample Data
2025-09-05,20.569316873107198,-75.71439250197484,LOC_033,21.1,66.3,0.09,92.8,-0.09,0.0,0.0,283.6,4.2,Sample Data
2025-09-05,15.591298275982812,-51.70469824193276,LOC_034,23.68,84.7,1.27,133.6,-0.92,0.88,0.0,191.6,4.4,Sample Data
2025-09-05,67.9183576972493,-154.1669614005576,LOC_035,-0.59,100.0,6.2,324.3,3.62,-5.03,0.0,171.7,0.6,Sample Data
2025-09-05,10.41415878427018,-73.99001430087156,LOC_036,36.07,71.8,3.96,47.4,-2.92,-2.68,0.0,290.4,3.3,Sample Data
2025-09-05,63.01430078857128,-85.22906815467165,LOC_037,-5.87,83.9,6.14,160.3,-2.07,5.78,0.0,213.9,0.9,Sample Data
2025-09-05,67.84527600144594,-170.37419527456825,LOC_038,-1.84,64.7,10.46,92.9,-10.45,0.53,0.0,194.8,1.7,Sample Data
2025-09-05,36.884929640820445,-164.93702226173315,LOC_039,7.67,69.8,0.23,61.1,-0.2,-0.11,0.0,283.2,3.0,Sample Data
2025-09-05,74.73275694066952,-98.97124351241747,LOC_040,-11.26,82.6,2.88,254.4,2.77,0.77,0.37,98.0,3.3,Sample Data
2025-09-05,34.81735186394869,-171.73741446281693,LOC_041,18.39,71.7,2.64,312.6,1.94,-1.79,0.24,234.5,2.9,Sample Data
2025-09-05,33.32367412867467,-137.7261681365229,LOC_042,20.87,64.1,0.12,44.0,-0.08,-0.09,0.0,231.8,3.3,Sample Data
2025-09-05,64.7204633753548,-97.11752872382229,LOC_043,-1.41,81.3,0.48,355.2,0.04,-0.48,0.0,196.3,2.8,Sample Data
2025-09-05,76.54095569322449,-118.61205972894659,LOC_044,0.61,36.1,2.01,240.1,1.74,1.0,0.06,162.7,1.0,Sample Data
2025-09-05,18.96956844537263,-87.27817766101064,LOC_045,27.47,42.2,10.51,33.8,-5.85,-8.73,0.0,319.4,3.8,Sample Data
2025-09-05,67.05887864626732,-107.03396431596549,LOC_046,3.1,63.8,5.46,340.1,1.86,-5.14,0.0,262.4,3.2,Sample Data
2025-09-05,67.82253849659207,-115.8065724726292,LOC_047,0.99,95.0,0.09,335.1,0.04,-0.08,0.0,85.6,1.7,Sample Data
2025-09-05,49.20496220364956,-124.41966761338855,LOC_048,3.84,100.0,3.16,38.4,-1.96,-2.48,0.0,197.6,2.8,Sample Data
2025-09-05,11.90643450580714,-165.97411449087042,LOC_049,29.55,62.7,2.51,265.8,2.5,0.18,0.0,188.8,1.4,Sample Data
2025-09-05,12.357188926505069,-97.26664653570855,LOC_050,32.95,62.2,4.31,287.2,4.12,-1.28,0.0,265.2,3.4,Sample Data
2025-09-05,33.576698580724496,-113.88581014858865,LOC_051,16.24,67.2,1.18,131.9,-0.88,0.79,0.0,196.5,4.0,Sample Data
2025-09-05,78.06748554445697,-147.59201021064627,LOC_052,-12.9,85.8,1.4,81.8,-1.39,-0.2,1.85,156.0,3.5,Sample Data
2025-09-05,40.77871922767223,-81.77835198940367,LOC_053,2.26,67.9,5.97,186.9,0.71,5.93,0.0,154.4,0.3,Sample Data
2025-09-05,27.159862411871686,-169.99261172225692,LOC_054,25.43,96.3,2.81,275.4,2.8,-0.26,0.0,240.7,3.4,Sample Data
2025-09-05,31.731358968532604,-159.04123265697942,LOC_055,17.08,74.6,0.32,174.9,-0.03,0.32,0.67,293.2,3.0,Sample Data
2025-09-05,79.72732392569299,-74.9443506566258,LOC_056,-15.53,98.4,2.83,257.8,2.76,0.6,1.07,88.5,0.9,Sample Data
2025-09-05,57.50528173828176,-66.7101232755967,LOC_057,0.29,88.0,2.23,255.3,2.16,0.57,1.68,244.9,3.0,Sample Data
2025-09-05,70.27540576743358,-155.74589234481533,LOC_058,-4.14,84.3,3.01,342.5,0.9,-2.87,0.0,133.0,1.7,Sample Data
2025-09-05,76.94192488674834,-109.88550855096541,LOC_059,-8.09,76.5,2.83,148.0,-1.5,2.4,0.0,92.0,1.9,Sample Data
2025-09-05,70.55801163730469,-63.508131009945885,LOC_060,2.35,67.6,0.96,296.1,0.87,-0.42,0.0,95.9,1.5,Sample Data
2025-09-05,33.85026062288979,-165.693249811402,LOC_061,12.79,100.0,2.65,60.5,-2.31,-1.31,0.0,222.5,3.2,Sample Data
2025-09-05,27.095137190645627,-124.47598747858669,LOC_062,26.47,83.2,2.37,83.5,-2.36,-0.27,0.0,249.0,5.7,Sample Data
2025-09-05,71.351107444187,-68.10502417667536,LOC_063,-5.8,100.0,1.68,258.3,1.64,0.34,0.0,141.8,1.2,Sample Data
2025-09-05,10.521409789839304,-113.60285066491646,LOC_064,20.52,72.0,0.25,30.8,-0.13,-0.21,0.0,245.0,2.0,Sample Data
2025-09-05,41.30582523615843,-151.12598463880508,LOC_065,9.99,53.6,0.22,186.9,0.03,0.21,3.22,234.2,1.4,Sample Data
2025-09-05,18.98990255002621,-136.11002771752837,LOC_066,26.05,71.7,2.28,116.8,-2.04,1.03,2.21,349.4,4.8,Sample Data
2025-09-05,80.71822779343894,-137.98361883730183,LOC_067,-9.99,87.2,2.48,344.7,0.65,-2.39,2.34,99.9,0.0,Sample Data
2025-09-05,48.90929663075246,-88.60753534362688,LOC_068,8.88,59.3,4.23,125.1,-3.46,2.44,0.0,175.0,0.8,Sample Data
2025-09-05,37.27222017844705,-53.66832924627511,LOC_069,15.62,79.2,5.54,187.5,0.73,5.49,0.0,242.1,2.7,Sample Data
2025-09-05,82.18354712065835,-147.26830154270266,LOC_070,-6.53,82.9,4.57,255.1,4.42,1.17,0.72,46.5,0.0,Sample Data
2025-09-05,47.29363794192891,-140.88581972381994,LOC_071,1.06,86.8,1.52,161.0,-0.49,1.43,0.0,248.1,3.1,Sample Data
2025-09-05,31.36303707831007,-175.20469684391074,LOC_072,19.47,64.4,5.72,75.1,-5.53,-1.47,0.0,249.5,3.0,Sample Data
2025-09-05,55.71732504849226,-114.651726980248,LOC_073,10.63,67.1,6.08,290.1,5.7,-2.09,0.0,155.4,1.7,Sample Data
2025-09-05,13.860906343749201,-143.77595964924052,LOC_074,21.02,57.9,3.56,124.6,-2.93,2.02,0.0,325.7,4.5,Sample Data
2025-09-05,78.11994144749903,-148.8569542132936,LOC_075,-5.29,96.5,2.8,275.3,2.78,-0.26,1.4,48.1,0.3,Sample Data
2025-09-05,20.867115406841734,-116.3711411639168,LOC_076,20.41,60.9,0.08,48.7,-0.06,-0.05,0.0,288.7,3.7,Sample Data
2025-09-05,83.92378405829506,-148.53281470350495,LOC_077,-17.08,84.0,2.12,158.2,-0.79,1.97,2.05,106.1,0.0,Sample Data
2025-09-05,60.41016605544089,-80.98945000726671,LOC_078,-1.14,87.2,0.19,281.1,0.19,-0.04,0.0,172.8,1.8,Sample Data
2025-09-05,27.822815799429975,-85.33187468045826,LOC_079,16.91,61.9,3.53,22.4,-1.35,-3.27,0.0,175.4,3.1,Sample Data
2025-09-05,37.58373495394399,-97.80024202283467,LOC_080,17.6,100.0,1.67,47.1,-1.22,-1.13,0.0,163.4,1.8,Sample Data
2025-09-05,57.5147283070671,-110.3492910702814,LOC_081,-0.72,53.5,5.27,264.1,5.24,0.54,0.0,173.5,2.0,Sample Data
2025-09-05,16.771732754080624,-71.41067557339906,LOC_082,23.55,60.9,0.9,273.7,0.9,-0.06,1.53,218.7,2.7,Sample Data
2025-09-05,34.05850487288019,-155.75259364801894,LOC_083,7.06,100.0,5.58,35.3,-3.23,-4.55,0.0,217.6,1.8,Sample Data
2025-09-05,13.058135616607293,-103.18391738552856,LOC_084,26.5,84.5,1.41,142.0,-0.87,1.11,0.0,286.4,3.8,Sample Data
2025-09-05,60.81732713817118,-177.8435822393787,LOC_085,9.2,55.8,1.73,91.7,-1.73,0.05,0.0,271.8,2.8,Sample Data
2025-09-05,48.406979372446074,-150.55554922426808,LOC_086,13.4,73.8,3.04,221.0,1.99,2.29,1.46,226.1,2.1,Sample Data
2025-09-05,58.38795928070874,-157.33236422935113,LOC_087,14.77,70.2,0.13,30.5,-0.06,-0.11,0.0,132.0,2.9,Sample Data
2025-09-05,61.820330357684945,-129.72440498093013,LOC_088,-1.92,61.6,4.47,238.1,3.79,2.36,0.38,174.7,1.5,Sample Data
