date,latitude,longitude,parameter,value,units,source
2025-09-17,11.07951164723169,-81.48000563963201,aod,0.01925792634111208,dimensionless,Sample Data
2025-10-03,33.35599820434706,-167.7595915250872,aod,0.24324812234013768,dimensionless,Sample Data
2025-09-19,17.337562048825113,-118.35740221864774,aod,0.32892285911808106,dimensionless,Sample Data
2025-09-08,44.85053597047086,-134.9804382583779,aod,0.10166732291664138,dimensionless,Sample Data
2025-09-05,57.63202381507328,-99.93948725321187,aod,0.06046268432593919,dimensionless,Sample Data
2025-09-04,80.00772310596122,-178.01040976225,aod,0.15503526628790026,dimensionless,Sample Data
2025-09-19,56.18883732924354,-91.08470997824166,aod,0.20567882942177823,dimensionless,Sample Data
2025-09-30,53.93316859550975,-176.55352962958915,aod,0.3228391372245692,dimensionless,Sample Data
2025-09-04,53.002528125394996,-91.96811549021237,aod,0.12259119481021825,dimensionless,Sample Data
2025-09-06,80.60986065823938,-109.06981738892846,aod,0.34343451969804084,dimensionless,Sample Data
2025-10-02,25.501326990755903,-95.30697965848756,aod,0.014376831060631404,dimensionless,Sample Data
2025-09-22,11.36663692386623,-166.89885982093455,aod,0.19259990200361016,dimensionless,Sample Data
2025-10-02,59.17919765355566,-136.24795206446555,aod,0.37270520801945545,dimensionless,Sample Data
2025-09-12,71.08513619417019,-176.97464835434263,aod,0.13705066554928294,dimensionless,Sample Data
2025-09-14,36.1252453339898,-89.92425337004788,aod,0.41988316281738935,dimensionless,Sample Data
2025-09-28,70.26106977886364,-84.44076430549485,aod,0.15880217917624453,dimensionless,Sample Data
2025-09-06,52.639021281246876,-124.94877749994458,aod,0.9314009780280461,dimensionless,Sample Data
2025-09-10,37.901356434458734,-126.35970200151456,aod,0.17375933495484422,dimensionless,Sample Data
2025-09-15,52.14000191078302,-67.27484106273613,aod,0.11207112188843193,dimensionless,Sample Data
2025-09-12,66.59071555635117,-82.38676118710534,aod,0.09487588137878677,dimensionless,Sample Data
2025-09-28,47.24208930123083,-110.53742844102675,aod,0.07714708523290166,dimensionless,Sample Data
2025-09-15,39.19012590506223,-63.581980295493935,aod,0.6366124553800475,dimensionless,Sample Data
2025-10-01,36.61788928470405,-69.87139126757333,aod,0.5993944766376571,dimensionless,Sample Data
2025-09-18,53.007841609246455,-56.421070898117705,aod,0.017391601761713036,dimensionless,Sample Data
2025-09-23,55.18306944258392,-168.07846085639747,aod,0.22326471598570127,dimensionless,Sample Data
2025-09-28,69.36842827943863,-82.1913111731016,aod,0.024086844844539514,dimensionless,Sample Data
2025-09-17,83.06861564008076,-58.97921626065197,aod,0.1594922631390786,dimensionless,Sample Data
2025-09-14,76.57781370687248,-122.60103482146098,aod,0.2447204983529273,dimensionless,Sample Data
2025-09-29,61.60225076312793,-54.07524728336246,aod,0.19258113594960702,dimensionless,Sample Data
2025-09-16,16.308010458624807,-166.85405210403727,aod,0.050353985204830067,dimensionless,Sample Data
2025-09-05,76.89226815825825,-128.43529174594727,aod,0.016969750116062412,dimensionless,Sample Data
2025-09-19,83.99796838758816,-168.97109716892504,aod,0.3977571948157492,dimensionless,Sample Data
2025-09-10,27.751389526155904,-65.55320407700582,aod,0.8537547879203968,dimensionless,Sample Data
2025-10-04,38.219468914818684,-82.0608359163376,aod,0.13142747258071297,dimensionless,Sample Data
2025-09-13,62.88132732224949,-130.8616132841069,aod,0.47364753509561813,dimensionless,Sample Data
2025-09-16,46.946882821814434,-165.54432730020034,aod,0.10390671455544723,dimensionless,Sample Data
2025-09-11,65.57303956830012,-105.70850672334862,aod,0.025005246401491255,dimensionless,Sample Data
2025-09-16,65.95336594490675,-95.60266072491174,aod,0.05423225149550577,dimensionless,Sample Data
2025-09-28,45.828616816017075,-127.97102392663678,aod,0.40590050763404595,dimensionless,Sample Data
2025-09-15,82.24169045804585,-150.93254099247116,aod,0.7624415862581061,dimensionless,Sample Data
2025-09-19,34.201479120818775,-107.71934497646401,aod,0.1500286500698781,dimensionless,Sample Data
2025-09-06,15.534742355154915,-50.91457650449095,aod,0.2377584712562468,dimensionless,Sample Data
2025-09-20,22.466157393193967,-170.19350887833,aod,0.23798024762335485,dimensionless,Sample Data
2025-09-25,57.06685600630476,-120.90966158018948,aod,0.09696720349599054,dimensionless,Sample Data
2025-09-13,78.64407562518298,-84.1769082404075,aod,0.6007992011721863,dimensionless,Sample Data
2025-10-01,44.17425645892847,-64.26570809418088,aod,0.0817922619801446,dimensionless,Sample Data
2025-09-11,58.51362712515429,-157.94161249357649,aod,0.08719070692334668,dimensionless,Sample Data
2025-09-12,15.830097772373863,-104.12470545938663,aod,0.06020746843588013,dimensionless,Sample Data
2025-09-12,12.423696333223784,-121.07868991225197,aod,0.074075860310872,dimensionless,Sample Data
2025-10-02,61.35483794154094,-74.20664743809667,aod,0.028585969780778955,dimensionless,Sample Data
2025-09-22,80.53988703515375,-170.0939506521088,aod,0.2587208008392269,dimensionless,Sample Data
2025-09-27,41.368227721796416,-100.25602452834733,aod,0.4185645113774237,dimensionless,Sample Data
2025-09-27,22.36256958527507,-108.2935765692709,aod,0.09446955231665258,dimensionless,Sample Data
2025-09-20,84.04570969862084,-74.62806699836172,aod,0.0945579718164698,dimensionless,Sample Data
2025-09-30,39.47420867341444,-82.55482100311063,aod,0.36918264148672697,dimensionless,Sample Data
2025-09-06,45.15198698462277,-71.01726838755208,aod,0.028739924297693793,dimensionless,Sample Data
2025-10-01,15.651929526434675,-178.22264457249037,aod,0.3352234878499846,dimensionless,Sample Data
2025-09-24,84.7477627805429,-50.03670247280303,aod,0.1759674285076869,dimensionless,Sample Data
2025-09-22,66.78109015318418,-85.60429027065975,aod,0.056830488916229306,dimensionless,Sample Data
2025-09-22,19.686956136362124,-121.42926240968785,aod,0.06424275147998333,dimensionless,Sample Data
2025-09-11,75.86655006093942,-153.06040562895265,aod,0.19253408694861435,dimensionless,Sample Data
2025-09-29,18.516819414972176,-133.43884665573074,aod,0.13789685410101893,dimensionless,Sample Data
2025-09-21,72.35286175468758,-118.09260941742815,aod,0.3823540222616968,dimensionless,Sample Data
2025-10-03,52.07034786515397,-108.25211095931688,aod,0.3138683621529125,dimensionless,Sample Data
2025-09-26,46.003447526385635,-103.30573337210731,aod,0.28141149053251713,dimensionless,Sample Data
2025-09-22,62.80598260744177,-99.3597583240496,aod,0.46692056405693133,dimensionless,Sample Data
2025-09-21,83.53470438192834,-99.75571742735204,aod,0.17827947513298892,dimensionless,Sample Data
2025-10-04,42.81061915177968,-129.0082741370348,aod,0.2592154495431807,dimensionless,Sample Data
2025-09-18,43.81828355620783,-108.8319801031155,aod,0.10101602625983595,dimensionless,Sample Data
2025-09-08,74.67727815600588,-99.12872897037644,aod,0.3183901178478832,dimensionless,Sample Data
2025-09-20,73.15685612640323,-120.28491496699758,aod,0.05974709087027916,dimensionless,Sample Data
2025-09-24,83.50244314641078,-120.31235168902603,aod,0.08536228817793239,dimensionless,Sample Data
2025-09-14,53.47374508538038,-152.81299715979316,aod,0.015779060995247007,dimensionless,Sample Data
2025-10-04,19.603437921832935,-163.2456361516156,aod,0.10226531281322067,dimensionless,Sample Data
2025-09-07,23.50504542619739,-89.30321541939887,aod,0.08482786315896106,dimensionless,Sample Data
2025-10-02,45.54712301971543,-63.41750671221847,aod,0.7232027595266071,dimensionless,Sample Data
2025-09-24,26.788679942974046,-101.74839857967517,aod,0.037009468813116175,dimensionless,Sample Data
2025-09-24,23.275786320756012,-143.78325592584537,aod,0.15913137903744878,dimensionless,Sample Data
2025-09-17,36.699361320398964,-110.524944514772,aod,0.09059622310218371,dimensionless,Sample Data
2025-09-12,61.7796121472024,-114.55575478886861,aod,0.019366196097460056,dimensionless,Sample Data
2025-09-27,61.583853782206226,-117.45109877268189,aod,0.41362693969761816,dimensionless,Sample Data
2025-09-29,14.580846989114782,-60.286587930864286,aod,0.40544741520108235,dimensionless,Sample Data
2025-09-23,54.79585616915729,-169.01278900151135,aod,0.046979806236306654,dimensionless,Sample Data
2025-09-29,46.3392238893266,-131.83862663712034,aod,0.2853861153609418,dimensionless,Sample Data
2025-09-29,64.03870460435986,-110.93545198344057,aod,0.007474590464295693,dimensionless,Sample Data
2025-09-18,63.501218941341435,-147.1831972352773,aod,0.37214561873074503,dimensionless,Sample Data
2025-09-21,12.285411455019561,-82.54988983888364,aod,0.11862864921671018,dimensionless,Sample Data
2025-09-28,28.185287772604724,-110.759755360847,aod,0.2674286284991739,dimensionless,Sample Data
2025-09-20,52.29738190141273,-156.30309579812544,aod,0.047511387124725975,dimensionless,Sample Data
2025-09-20,18.982159886443842,-137.4253442168711,aod,0.08399198980075584,dimensionless,Sample Data
2025-09-12,36.632822745947855,-118.38390761402769,aod,0.13800728436977702,dimensionless,Sample Data
2025-09-05,50.282990636391084,-168.70036254863493,aod,0.16317249162736902,dimensionless,Sample Data
2025-09-13,52.334390689198095,-103.75039349410132,aod,0.06675243605234078,dimensionless,Sample Data
2025-09-05,58.44379309987009,-132.79930146817745,aod,0.05603622976060514,dimensionless,Sample Data
2025-09-28,34.77613609606855,-115.22779927963778,aod,0.05415890575135999,dimensionless,Sample Data
2025-09-26,21.4644354388249,-166.76827855934752,aod,0.13381184802596915,dimensionless,Sample Data
2025-10-03,16.591571840510788,-69.39372268130099,aod,0.038080486732577405,dimensionless,Sample Data
2025-09-22,16.017530924623166,-63.42049479856473,aod,0.0036821854434133934,dimensionless,Sample Data
2025-09-09,84.79416510762958,-89.3950098923652,aod,0.10145159874848608,dimensionless,Sample Data
2025-09-09,74.91303444204851,-53.96884367420205,aod,0.7383139174169705,dimensionless,Sample Data
2025-10-03,64.21720724663317,-116.20265869635801,aod,0.5300770189919911,dimensionless,Sample Data
2025-09-22,52.87095171024249,-107.62082390818912,aod,0.3647522932846884,dimensionless,Sample Data
2025-09-07,82.59955498781757,-153.33991718057032,aod,0.11082891001396611,dimensionless,Sample Data
2025-09-18,28.18072993113102,-114.01065077102085,aod,0.24567365756974133,dimensionless,Sample Data
2025-10-03,16.54676346922566,-80.18866481243096,aod,0.03353295055413596,dimensionless,Sample Data
2025-09-04,49.94420744136894,-117.45178675887374,aod,0.09216294940971714,dimensionless,Sample Data
2025-09-13,51.14523384536149,-120.94516361151705,aod,0.9202402622790649,dimensionless,Sample Data
2025-09-04,70.7405834390976,-138.094000153286,aod,0.02989145601894921,dimensionless,Sample Data
2025-09-18,18.752204810626097,-179.64758307613715,aod,0.12757132880905436,dimensionless,Sample Data
2025-09-20,36.16511999072465,-126.46068116085509,aod,0.38039630328935087,dimensionless,Sample Data
2025-09-24,40.63887197019377,-83.02331167866664,aod,0.26251027269210153,dimensionless,Sample Data
2025-09-06,23.592479962424513,-58.01574061326508,aod,0.5219563989959655,dimensionless,Sample Data
2025-10-02,13.607098297306576,-86.19244840233397,aod,0.03011164928283852,dimensionless,Sample Data
2025-10-03,25.12204900358084,-76.61524945821428,aod,0.34874554902637317,dimensionless,Sample Data
2025-09-17,27.67688095487498,-155.76735171754126,aod,0.14807519126920887,dimensionless,Sample Data
2025-09-28,75.79004056098312,-133.3520370639447,aod,0.22975938488504677,dimensionless,Sample Data
2025-09-22,63.53368411414945,-121.2466818311249,aod,0.19568724727591483,dimensionless,Sample Data
2025-09-04,42.90585065412543,-109.82846195109771,aod,0.05284850619941305,dimensionless,Sample Data
2025-09-17,38.79184160299086,-63.055305474306095,aod,0.013788384355014222,dimensionless,Sample Data
2025-09-09,50.71369829600567,-150.22669917977646,aod,0.5621233367864419,dimensionless,Sample Data
2025-09-23,35.11792109928146,-98.39795310071568,aod,0.31600027913605344,dimensionless,Sample Data
2025-09-10,50.00958189822411,-99.39054172929325,aod,0.17026492102398055,dimensionless,Sample Data
2025-10-02,66.4302340029117,-50.29995992990038,aod,0.05713392370976759,dimensionless,Sample Data
2025-09-25,12.514932605183454,-83.28698196555199,aod,0.2503975113974481,dimensionless,Sample Data
2025-09-25,66.59764688950875,-115.78240667298786,aod,0.34436159270820066,dimensionless,Sample Data
2025-09-27,73.48392188008887,-165.61787419582305,aod,0.18524693794614497,dimensionless,Sample Data
2025-10-02,50.489547783462754,-114.70251482987108,aod,0.052078604488950186,dimensionless,Sample Data
2025-10-04,64.00274024095557,-86.10716610890138,aod,0.18248100879201343,dimensionless,Sample Data
2025-09-30,63.713430604971414,-106.4839148480134,aod,0.08483663875865269,dimensionless,Sample Data
2025-09-09,78.13379210002212,-156.39229681581466,aod,0.05158607731738493,dimensionless,Sample Data
2025-09-14,31.594721235679458,-124.93240788533723,aod,0.03329391002570014,dimensionless,Sample Data
2025-09-28,47.94165091633495,-103.79012183781636,aod,0.05914702410287009,dimensionless,Sample Data
2025-09-15,54.472217894411614,-85.6075738118879,aod,0.16654309278867954,dimensionless,Sample Data
2025-09-11,79.18745358829717,-89.435392896004,aod,0.21074721823845294,dimensionless,Sample Data
2025-09-12,38.08265272903165,-79.73793309243406,aod,0.11037490078456423,dimensionless,Sample Data
2025-09-25,80.0775261076761,-84.26224936878603,aod,0.4831198496469606,dimensionless,Sample Data
2025-09-29,27.69295259463109,-164.03459836005462,aod,0.36514362216368856,dimensionless,Sample Data
2025-10-04,79.06314119630292,-163.7938514435753,aod,0.0746318022720561,dimensionless,Sample Data
2025-09-18,55.5920795345694,-150.43856928597535,aod,0.011263629848658759,dimensionless,Sample Data
2025-09-24,70.21400864485085,-136.4243585860329,aod,0.18512762243143166,dimensionless,Sample Data
2025-09-29,41.08784381527208,-165.1452509927606,aod,0.5047850952306083,dimensionless,Sample Data
2025-09-05,36.021490142217075,-134.97502073242504,aod,0.5013193781527002,dimensionless,Sample Data
2025-09-30,12.463500268257876,-103.68113086224626,aod,0.03036398438627741,dimensionless,Sample Data
2025-09-09,47.37758295546098,-157.06969175419096,aod,0.006893271936131489,dimensionless,Sample Data
2025-09-14,68.53717806595657,-139.50848775274153,aod,0.2000781545035696,dimensionless,Sample Data
2025-09-10,59.76530290125329,-178.29772064351664,aod,0.742153987865164,dimensionless,Sample Data
2025-09-25,51.79790266675359,-120.3314315577883,aod,0.017842687530100626,dimensionless,Sample Data
2025-09-04,47.664625774843195,-50.40634726002685,aod,0.07419445487273398,dimensionless,Sample Data
2025-09-27,42.0091679002562,-128.34864499051227,aod,0.4566629713623261,dimensionless,Sample Data
2025-09-16,24.301579049774993,-153.33184673733908,aod,0.09487493686147878,dimensionless,Sample Data
2025-09-04,54.05902031755558,-71.24657427199672,aod,0.29880051871967445,dimensionless,Sample Data
2025-10-01,49.329270199568505,-121.0724514827564,aod,0.1312041735139935,dimensionless,Sample Data
2025-09-07,67.40172107996804,-115.38844665323764,aod,0.040161017241725105,dimensionless,Sample Data
2025-09-13,80.95865966002245,-67.96786926824275,aod,0.0631462731385332,dimensionless,Sample Data
2025-09-26,40.65506283235723,-96.28005937892794,aod,0.7719946378067404,dimensionless,Sample Data
2025-09-11,75.02453200086427,-70.82744827064583,aod,0.00549397157688802,dimensionless,Sample Data
2025-09-30,27.330609744105356,-151.14361894871658,aod,0.1408448123053322,dimensionless,Sample Data
2025-09-08,35.44534344221432,-102.64363263894532,aod,0.03933554189035707,dimensionless,Sample Data
2025-09-05,27.86370857850449,-95.14300597925629,aod,0.32727444870162303,dimensionless,Sample Data
2025-09-17,55.239805163273466,-51.46525834579245,aod,0.3546501999951129,dimensionless,Sample Data
2025-09-24,60.10638524279846,-128.36614114960088,aod,0.10430732589053565,dimensionless,Sample Data
2025-09-13,16.5193761212762,-137.88129205611605,aod,0.017877427926089828,dimensionless,Sample Data
2025-10-02,11.989915290536478,-152.97478683101644,aod,0.41821227969771546,dimensionless,Sample Data
2025-09-04,62.795960135388206,-96.41967673014707,aod,0.3401391806038957,dimensionless,Sample Data
2025-09-05,29.456757507346936,-135.56374427927614,aod,0.0902157165021798,dimensionless,Sample Data
2025-09-08,72.29908799239374,-175.5503455933312,aod,0.10532720785596224,dimensionless,Sample Data
2025-09-15,42.70948968514875,-108.23386648924257,aod,0.04956680483336977,dimensionless,Sample Data
2025-09-20,68.4819081091023,-53.30885552414691,aod,0.4057009855438648,dimensionless,Sample Data
2025-09-20,77.09141701705686,-116.63394422756323,aod,0.1326316231693407,dimensionless,Sample Data
2025-09-05,65.62652081714992,-113.38050473535019,aod,0.2007394663869073,dimensionless,Sample Data
2025-09-14,20.45170555546181,-146.47460089368371,aod,0.10953386349908195,dimensionless,Sample Data
2025-09-05,77.54292259272893,-162.80409255370705,aod,0.06357529434578657,dimensionless,Sample Data
2025-09-24,78.57241049203742,-177.60921204882933,aod,0.33753874095444053,dimensionless,Sample Data
2025-09-08,15.038154993678257,-115.24820204356925,aod,0.2107777267972054,dimensionless,Sample Data
2025-09-13,25.481595382045242,-72.13356551806379,aod,0.030168889309769506,dimensionless,Sample Data
2025-09-30,29.987379502816164,-145.72110565749986,aod,0.18196886203929852,dimensionless,Sample Data
2025-09-10,59.877750590969164,-101.93280814362507,aod,0.17033218275244996,dimensionless,Sample Data
2025-10-03,40.32861261617683,-71.04609478682154,aod,0.1463433865245362,dimensionless,Sample Data
2025-09-14,22.471252656705957,-173.89442431924283,aod,0.04075911740343618,dimensionless,Sample Data
2025-10-02,67.8239444151609,-168.256195124911,aod,0.09862845138503767,dimensionless,Sample Data
2025-09-20,36.67545373487118,-142.46981421980902,aod,0.2556910439665888,dimensionless,Sample Data
2025-09-26,81.19800977933242,-100.64739328896552,aod,0.2179331846185357,dimensionless,Sample Data
2025-09-04,64.94290729076877,-58.21213388778146,aod,0.06291782781452088,dimensionless,Sample Data
2025-09-23,22.15104084186885,-109.82043874193485,aod,0.010559055619954938,dimensionless,Sample Data
2025-09-05,54.76321366876669,-115.47238786383927,aod,0.19527851574052613,dimensionless,Sample Data
2025-09-11,35.828779903317496,-118.34914986895194,aod,0.2605294820432786,dimensionless,Sample Data
2025-09-13,61.6301797320802,-115.5861288931942,aod,0.1231193044198379,dimensionless,Sample Data
2025-09-15,15.83240080592178,-170.12865665194914,aod,0.2372897639418243,dimensionless,Sample Data
2025-09-22,54.26730001518153,-144.62113216010485,aod,0.07554952918642888,dimensionless,Sample Data
2025-09-20,82.15740893230883,-75.03406726382104,aod,0.6000981306245525,dimensionless,Sample Data
2025-10-03,23.884969662896474,-122.01924951546576,aod,0.6348320902975126,dimensionless,Sample Data
2025-09-20,57.921203900069635,-81.40898618706142,aod,0.21504754303408055,dimensionless,Sample Data
2025-09-28,73.68967386739894,-90.00404661267918,aod,0.4673603995039006,dimensionless,Sample Data
2025-09-12,61.98814085926936,-95.93356051476876,aod,0.5766927574640829,dimensionless,Sample Data
2025-09-10,62.91813793867664,-174.87451452209424,aod,1.4687873376380218,dimensionless,Sample Data
2025-09-10,45.49075885610001,-107.74514441316664,aod,0.006907104708842363,dimensionless,Sample Data
2025-09-19,32.3011755529413,-89.33536525791081,aod,0.02449727056713917,dimensionless,Sample Data
