date,latitude,longitude,parameter,value,units,source
2025-09-24,57.38779091273494,-105.4530745439728,o3,310.0953720901398,Dobson Units,Sample Data
2025-09-24,25.95459212681717,-108.0186031950459,o3,259.7631657462252,Dobson Units,Sample Data
2025-09-16,69.22136070959155,-77.0947243156397,o3,316.22591581872774,Dobson Units,Sample Data
2025-09-12,82.64889579806012,-88.2419070957697,o3,383.76466248341103,Dobson Units,Sample Data
2025-10-02,56.36635474871958,-81.00361787672861,o3,287.0791132091282,Dobson Units,Sample Data
2025-09-30,39.74887014656889,-151.06506571576602,o3,359.17411600705015,Dobson Units,Sample Data
2025-09-08,16.101158548142482,-88.1885104696555,o3,322.2753450640692,Dobson Units,Sample Data
2025-09-20,76.02699764788126,-67.7919921414295,o3,226.9121671982139,Dobson Units,Sample Data
2025-09-07,83.95007978671532,-56.857684940098366,o3,366.3251943718387,Dobson Units,Sample Data
2025-09-10,38.349069259169084,-117.383291564665,o3,252.28049357135023,Dobson Units,Sample Data
2025-09-10,77.9765788821052,-124.85113879789309,o3,220.67681907868328,Dobson Units,Sample Data
2025-09-23,52.8604768903758,-127.32372871841577,o3,278.89114125245015,Dobson Units,Sample Data
2025-09-12,18.814468508282864,-164.55367088515064,o3,342.00855796392125,Dobson Units,Sample Data
2025-10-01,40.01671696540186,-149.12415873197892,o3,356.66710125345367,Dobson Units,Sample Data
2025-09-09,75.14493461420952,-142.8574287833581,o3,367.9408316666364,Dobson Units,Sample Data
2025-09-18,51.70037789819384,-52.872913061944786,o3,285.682674191704,Dobson Units,Sample Data
2025-09-14,49.57758318147249,-64.15139521925076,o3,291.59646053972347,Dobson Units,Sample Data
2025-09-18,15.657591031732695,-89.59655399613582,o3,314.2587662324827,Dobson Units,Sample Data
2025-10-04,62.18115167384629,-98.17817704241587,o3,371.83773362747763,Dobson Units,Sample Data
2025-09-19,81.90268055558846,-61.01693558301618,o3,264.9150011496085,Dobson Units,Sample Data
2025-10-01,44.17425645892847,-64.26570809418088,o3,250.63853961635374,Dobson Units,Sample Data
2025-10-01,39.12012879924041,-95.9097129830659,o3,275.44182356252713,Dobson Units,Sample Data
2025-09-12,15.830097772373863,-104.12470545938663,o3,283.83136004983993,Dobson Units,Sample Data
2025-09-24,30.98226303767093,-175.79892635574544,o3,216.99412897218332,Dobson Units,Sample Data
2025-10-02,61.35483794154094,-74.20664743809667,o3,293.8605625421243,Dobson Units,Sample Data
2025-09-13,78.93824138766696,-104.44885924649259,o3,332.4446620626775,Dobson Units,Sample Data
2025-09-16,74.95479171253062,-58.74529716397828,o3,284.5128448258697,Dobson Units,Sample Data
2025-09-18,46.0277561399766,-78.91170311442067,o3,241.50914839144954,Dobson Units,Sample Data
2025-10-04,54.559803651410135,-160.44580415654133,o3,357.6765936003934,Dobson Units,Sample Data
2025-09-12,14.7633872192501,-106.01940900845281,o3,281.2494685815093,Dobson Units,Sample Data
2025-09-19,30.505530394802967,-126.07346469610353,o3,310.93415461380704,Dobson Units,Sample Data
2025-09-06,66.24330621024788,-110.5349842461698,o3,275.78121540153484,Dobson Units,Sample Data
2025-09-08,67.67405613853829,-107.79387827165843,o3,267.7862409916026,Dobson Units,Sample Data
2025-09-04,25.378399637989368,-148.65897179714787,o3,367.7985192654096,Dobson Units,Sample Data
2025-10-03,55.463097583816,-55.973366456366094,o3,316.797437142708,Dobson Units,Sample Data
2025-09-10,30.150436151898052,-173.9034591871414,o3,324.72046436249144,Dobson Units,Sample Data
2025-09-25,49.0230775677845,-92.69548457293605,o3,274.1043872097183,Dobson Units,Sample Data
2025-10-03,82.59803240798674,-73.8698544223019,o3,344.6412682149428,Dobson Units,Sample Data
2025-09-19,40.26121496592978,-66.03503165441515,o3,169.5605995157812,Dobson Units,Sample Data
2025-09-14,57.95210177306818,-77.99312568723975,o3,267.2457358087961,Dobson Units,Sample Data
2025-10-01,20.227860669007732,-152.3146590038416,o3,302.7035437130243,Dobson Units,Sample Data
2025-09-22,51.61117064066693,-97.23623818910326,o3,312.0175578038739,Dobson Units,Sample Data
2025-09-09,36.11916002674752,-62.45936971581271,o3,343.3035258021399,Dobson Units,Sample Data
2025-09-20,49.27017070112584,-141.26527129954644,o3,294.8211950049188,Dobson Units,Sample Data
2025-09-27,21.030511069677843,-56.56231892450653,o3,323.036853378196,Dobson Units,Sample Data
2025-09-09,13.439594980347472,-171.38932287925743,o3,329.30528023617,Dobson Units,Sample Data
2025-09-14,34.65637077156312,-115.95964778092696,o3,209.03497752350353,Dobson Units,Sample Data
2025-09-19,44.508936923767905,-110.15575582717089,o3,345.73027577970424,Dobson Units,Sample Data
2025-09-11,20.41203794870576,-160.25264984340174,o3,328.01128554853597,Dobson Units,Sample Data
2025-09-30,75.57382036408129,-126.48404213352134,o3,254.39358716952506,Dobson Units,Sample Data
2025-09-29,22.923990340122238,-93.21749399226647,o3,330.8053327009875,Dobson Units,Sample Data
2025-09-25,36.07144108620126,-135.13925838308973,o3,273.5638007250148,Dobson Units,Sample Data
2025-09-12,19.04769033254506,-168.46867061158278,o3,339.3016977856041,Dobson Units,Sample Data
2025-09-30,34.75746349826166,-163.2627082210463,o3,285.6429951288307,Dobson Units,Sample Data
2025-09-28,69.9557799181782,-174.88942182065713,o3,306.12527491697597,Dobson Units,Sample Data
2025-09-20,38.29644739315545,-159.59290124689483,o3,398.6730445801279,Dobson Units,Sample Data
2025-09-20,70.4650959844796,-144.0059057408635,o3,308.90642128805325,Dobson Units,Sample Data
2025-09-17,79.30313193305749,-110.24321602164677,o3,301.7817729925228,Dobson Units,Sample Data
2025-09-27,37.668522967732926,-99.62687970106153,o3,287.35403479465026,Dobson Units,Sample Data
2025-09-06,19.98376964406087,-160.79391805219052,o3,306.3717203334045,Dobson Units,Sample Data
2025-09-18,48.37580815867496,-63.62311110066409,o3,241.5115783087455,Dobson Units,Sample Data
2025-10-01,65.30539045703642,-166.3670083507775,o3,217.04542058061716,Dobson Units,Sample Data
2025-09-10,34.155937418738375,-177.39074428889558,o3,303.76329729645937,Dobson Units,Sample Data
2025-09-28,35.71951482086952,-149.68186649852584,o3,256.2495666270962,Dobson Units,Sample Data
2025-09-16,69.18784289555038,-91.71669851121635,o3,428.6662476055216,Dobson Units,Sample Data
2025-09-11,51.8306699462828,-84.21307819866132,o3,268.79916355557106,Dobson Units,Sample Data
2025-09-12,19.56852270966728,-123.88425899014169,o3,335.57271325974136,Dobson Units,Sample Data
2025-09-30,28.32648665984909,-101.01782110183554,o3,285.53110264336544,Dobson Units,Sample Data
2025-09-04,55.433111451766536,-51.75301765691265,o3,289.6880520522067,Dobson Units,Sample Data
2025-10-03,16.591571840510788,-69.39372268130099,o3,186.10247910947214,Dobson Units,Sample Data
2025-09-26,77.2574068469819,-157.46143261168186,o3,308.6983164584785,Dobson Units,Sample Data
2025-09-25,10.397500479820406,-60.73857029888089,o3,345.3935973621214,Dobson Units,Sample Data
2025-09-22,22.816569054254934,-146.47263248415783,o3,328.3170065259511,Dobson Units,Sample Data
2025-09-16,45.7464613094809,-110.44522483416164,o3,341.59090880526315,Dobson Units,Sample Data
2025-09-25,24.028281141814254,-79.96591868504821,o3,254.51535249257736,Dobson Units,Sample Data
2025-09-04,49.73800173858375,-84.28786611919654,o3,331.9311824918822,Dobson Units,Sample Data
2025-09-08,31.647291493019182,-100.61939448258777,o3,338.21260993045115,Dobson Units,Sample Data
2025-09-09,54.54123231684241,-138.31651501926314,o3,300.539908240485,Dobson Units,Sample Data
2025-09-26,20.08110077042307,-136.24144383479032,o3,229.98922244932322,Dobson Units,Sample Data
2025-10-04,16.59010834319926,-91.00569877562167,o3,311.483123211657,Dobson Units,Sample Data
2025-09-14,67.0170894917265,-91.40464611088919,o3,419.4939136109162,Dobson Units,Sample Data
2025-09-08,18.002443758507702,-76.74237150435988,o3,269.7792760934144,Dobson Units,Sample Data
2025-09-17,82.37701829998845,-72.01947698759521,o3,274.5797022553124,Dobson Units,Sample Data
2025-10-01,64.11974130634579,-59.56157493333755,o3,237.90797416472333,Dobson Units,Sample Data
2025-09-12,20.48292824697171,-70.56225902142464,o3,338.14236453990605,Dobson Units,Sample Data
2025-09-22,23.980374009110808,-72.73275202993636,o3,331.89833495104824,Dobson Units,Sample Data
2025-09-07,49.22990685768395,-93.52436130949398,o3,341.01228697431276,Dobson Units,Sample Data
2025-09-11,43.89614509742794,-91.21233175577278,o3,214.63614221862008,Dobson Units,Sample Data
2025-09-09,44.700983925220484,-130.997224174762,o3,183.68241432501117,Dobson Units,Sample Data
2025-09-18,36.65218388637969,-104.92678478220365,o3,375.54016090572634,Dobson Units,Sample Data
2025-09-11,50.766464583549144,-130.09414122148252,o3,312.10075720338983,Dobson Units,Sample Data
2025-09-22,34.961183943436325,-123.90134139226245,o3,223.47606284063738,Dobson Units,Sample Data
2025-09-18,20.445405449754045,-136.4622700945788,o3,299.3627924755816,Dobson Units,Sample Data
2025-10-02,52.98631369430415,-83.6100815519241,o3,352.7197607924557,Dobson Units,Sample Data
2025-09-08,33.37915508466612,-160.28226563474234,o3,275.15704836636894,Dobson Units,Sample Data
2025-09-08,63.554806166771066,-153.40920288796977,o3,319.3922440765233,Dobson Units,Sample Data
2025-09-09,35.65613115369306,-66.02046722097258,o3,187.75985461463455,Dobson Units,Sample Data
2025-09-18,55.29684040543844,-120.58997149338182,o3,333.79043650220405,Dobson Units,Sample Data
2025-09-18,21.243807051158033,-76.35160244865803,o3,370.71256313062065,Dobson Units,Sample Data
2025-09-07,54.883202590392024,-178.4136005986542,o3,276.32056095114456,Dobson Units,Sample Data
2025-09-08,28.884929418021457,-109.4458223648125,o3,241.11072292538233,Dobson Units,Sample Data
2025-09-14,31.594721235679458,-124.93240788533723,o3,265.9869206403046,Dobson Units,Sample Data
2025-10-03,53.967237401259794,-160.06431759490957,o3,286.5582911602412,Dobson Units,Sample Data
2025-09-15,54.472217894411614,-85.6075738118879,o3,278.0067856192291,Dobson Units,Sample Data
2025-09-27,62.24881179076692,-106.53268613340283,o3,269.86760973473423,Dobson Units,Sample Data
2025-09-17,15.799079911659044,-171.04019988226156,o3,365.09245840800475,Dobson Units,Sample Data
2025-09-26,79.41763846800822,-58.53228808002807,o3,283.5363146472091,Dobson Units,Sample Data
2025-09-26,23.97406596205905,-158.48233365225232,o3,276.48592766352783,Dobson Units,Sample Data
2025-09-26,75.24222715465962,-60.290555259741595,o3,326.8882979203478,Dobson Units,Sample Data
2025-09-13,65.81872388824667,-130.69025920987866,o3,232.064424271897,Dobson Units,Sample Data
2025-09-12,10.347401725345215,-75.6290516822585,o3,289.4991650812453,Dobson Units,Sample Data
2025-09-10,79.22201738488637,-67.74264172031559,o3,252.6230106357044,Dobson Units,Sample Data
2025-09-20,65.31259360823113,-134.89608375349042,o3,277.8260053757356,Dobson Units,Sample Data
2025-09-28,28.61698320678639,-61.342569825713255,o3,304.1327979722516,Dobson Units,Sample Data
2025-09-27,41.41940871284109,-115.21218954386764,o3,351.9413072555964,Dobson Units,Sample Data
2025-09-21,26.50729105608228,-143.91366755817563,o3,265.08919858423235,Dobson Units,Sample Data
2025-09-23,23.352697515231355,-93.74014163782762,o3,413.8325813199419,Dobson Units,Sample Data
2025-09-11,50.13022892002439,-68.11783767420458,o3,218.53486947228737,Dobson Units,Sample Data
2025-09-16,54.65387629900329,-114.71464865693846,o3,231.86481982300103,Dobson Units,Sample Data
2025-10-03,36.20402492869998,-76.02833713034498,o3,204.43731600529878,Dobson Units,Sample Data
2025-10-03,12.741225088607116,-155.21059631372336,o3,315.15528330502895,Dobson Units,Sample Data
2025-09-21,63.55443998423712,-141.7741917012737,o3,358.3250414962553,Dobson Units,Sample Data
2025-09-21,43.05720602036711,-111.82926498741459,o3,379.58586615940783,Dobson Units,Sample Data
2025-09-26,35.077210848286164,-166.61240768692898,o3,299.1038213219073,Dobson Units,Sample Data
2025-09-13,37.99819872098147,-57.00498992262774,o3,303.18166201842774,Dobson Units,Sample Data
2025-09-21,83.4198576711971,-75.90252970680426,o3,347.5757031471477,Dobson Units,Sample Data
2025-09-28,40.59883715236335,-67.29081119850194,o3,264.7764948270235,Dobson Units,Sample Data
2025-09-25,11.478290331577313,-92.65394333216531,o3,263.5842425026057,Dobson Units,Sample Data
2025-09-22,52.708263832262524,-135.89473803349517,o3,238.89360955540275,Dobson Units,Sample Data
2025-09-17,28.237914324959057,-167.07261894128513,o3,335.6499215086194,Dobson Units,Sample Data
2025-09-19,70.51376117219395,-101.58433771699265,o3,382.31986213399864,Dobson Units,Sample Data
2025-09-19,31.986079769575994,-153.35204159594326,o3,249.64553178468694,Dobson Units,Sample Data
2025-09-04,57.49305811832204,-168.69974805645458,o3,316.3066511121059,Dobson Units,Sample Data
2025-09-18,76.95037833077312,-125.21480842297527,o3,237.44432118073485,Dobson Units,Sample Data
2025-10-04,35.18993928623763,-98.78103476437737,o3,365.788325414108,Dobson Units,Sample Data
2025-09-09,56.81116808868505,-145.1517266930261,o3,212.34464765308923,Dobson Units,Sample Data
2025-09-24,37.20684209994591,-79.40151198382577,o3,310.55087336013094,Dobson Units,Sample Data
2025-09-13,20.50848818248394,-80.7312467592311,o3,295.1643444064804,Dobson Units,Sample Data
2025-09-26,83.9025484181301,-106.44903940434713,o3,283.21424635567143,Dobson Units,Sample Data
2025-09-11,30.150801953870957,-177.07898991838474,o3,367.3022103732359,Dobson Units,Sample Data
2025-09-12,40.19125326977354,-89.15003908908243,o3,308.5432719063971,Dobson Units,Sample Data
2025-09-16,49.42676367270144,-52.02771650853822,o3,290.80083318236603,Dobson Units,Sample Data
2025-09-09,61.238789233411104,-90.14115851074493,o3,218.52035070118365,Dobson Units,Sample Data
2025-09-29,58.856529126389816,-107.95685967294686,o3,327.59318276547504,Dobson Units,Sample Data
2025-09-25,17.993404759650577,-86.37366438780155,o3,312.8014867156938,Dobson Units,Sample Data
2025-09-10,59.877750590969164,-101.93280814362507,o3,349.1345491972757,Dobson Units,Sample Data
2025-09-24,72.85802223837219,-105.47173083667792,o3,319.18069769083854,Dobson Units,Sample Data
2025-09-14,22.471252656705957,-173.89442431924283,o3,181.51392952577763,Dobson Units,Sample Data
2025-09-22,16.77527204332059,-156.0317803117348,o3,269.4241098504026,Dobson Units,Sample Data
2025-09-20,36.67545373487118,-142.46981421980902,o3,229.66694515758888,Dobson Units,Sample Data
2025-09-25,55.78035002559682,-86.20072805415226,o3,404.0657328382571,Dobson Units,Sample Data
2025-09-04,64.94290729076877,-58.21213388778146,o3,284.77231807563714,Dobson Units,Sample Data
2025-09-22,50.48820841811451,-144.91154108901466,o3,271.21810868811133,Dobson Units,Sample Data
2025-09-05,54.76321366876669,-115.47238786383927,o3,306.1004907322681,Dobson Units,Sample Data
2025-09-12,45.56779815252772,-98.9667683823512,o3,308.992270936403,Dobson Units,Sample Data
2025-09-13,61.6301797320802,-115.5861288931942,o3,283.25738638119435,Dobson Units,Sample Data
2025-09-21,15.695005777721658,-120.24140334105296,o3,331.6203869527761,Dobson Units,Sample Data
2025-09-22,54.26730001518153,-144.62113216010485,o3,348.6277224813365,Dobson Units,Sample Data
2025-09-20,70.55726888625709,-139.10244761477657,o3,234.0326055431297,Dobson Units,Sample Data
2025-09-11,75.47093769073062,-109.55287684081344,o3,288.6877390495662,Dobson Units,Sample Data
2025-09-08,66.92768841541374,-96.93657990654596,o3,341.6961077274452,Dobson Units,Sample Data
2025-09-18,46.70687227323553,-147.54315884830584,o3,322.95900396142184,Dobson Units,Sample Data
2025-09-29,13.86968549940325,-89.88722251059978,o3,340.92423673192695,Dobson Units,Sample Data
2025-09-12,62.306520043513,-175.58702278384615,o3,306.6923827123,Dobson Units,Sample Data
2025-09-30,18.64615159354633,-154.96212638786804,o3,298.02224230716723,Dobson Units,Sample Data
2025-09-21,73.34120489013029,-67.93445537138925,o3,334.07503486863123,Dobson Units,Sample Data
2025-09-17,58.34099879693666,-112.08350511074804,o3,229.742003881777,Dobson Units,Sample Data
2025-09-08,15.771490122190688,-164.32630484895375,o3,325.05166717586724,Dobson Units,Sample Data
2025-09-26,43.07741213111212,-111.06553275746298,o3,290.65641779193203,Dobson Units,Sample Data
2025-09-28,69.30423736292227,-109.86613199120616,o3,278.01344708629125,Dobson Units,Sample Data
2025-09-16,49.01260824090489,-84.07875030215175,o3,232.52682142872385,Dobson Units,Sample Data
2025-10-03,75.25741554256975,-176.82789839765005,o3,329.27517304292894,Dobson Units,Sample Data
2025-09-21,23.910468218254184,-179.969121935135,o3,274.13557749498136,Dobson Units,Sample Data
2025-09-27,57.06290974137776,-117.61616936049185,o3,370.46737200927896,Dobson Units,Sample Data
2025-10-03,39.87155379817267,-144.68069376102946,o3,215.90898374333852,Dobson Units,Sample Data
2025-09-06,27.908285932622675,-84.1143007934441,o3,212.0700500002926,Dobson Units,Sample Data
2025-09-21,32.275215734116166,-119.24960035010517,o3,249.7929616623966,Dobson Units,Sample Data
2025-09-17,11.340545105006036,-174.52788534727296,o3,261.61012174479356,Dobson Units,Sample Data
2025-09-28,18.210069900933636,-174.13691196135798,o3,246.47109601614164,Dobson Units,Sample Data
